title,authors,doi,abstract,published_date,publisher,url,Abstract
Obedience in perspective: Psychology and the Holocaust,George R. Mastroianni,10.1177/0959354315608963,"Stanley Milgram’s explanation of the Holocaust in terms of the mechanism of obedience is too narrow. While obedience was one mechanism which contributed to the outcome, the murder of Jews and others was the work of people from a broad swath of German society, from economists who planned mass starvation to ordinary soldiers in the Wehrmacht, often acting without duress or apparent pressures to conform. Psychologists should not ask “why?” the Holocaust occurred, but “how?” Much behavior of perpetrators, bystanders, victims, and instigators can be understood as the consequence of normal mechanisms of perception, learning, socialization, and development. What made genocide possible was not the transitory conditions created in a lab in a few hours but a complex of mechanisms that are the product of generations of human experience and of elaborate rational, emotional, and logical justifications. This requires a more complex future psychology than the narrow focus on situationist obedience.",2015-10,SAGE Publications,https://doi.org/10.1177/0959354315608963,"Stanley Milgram’s explanation of the Holocaust in terms of the mechanism of obedience is too narrow. While obedience was one mechanism which contributed to the outcome, the murder of Jews and others was the work of people from a broad swath of German society, from economists who planned mass starvation to ordinary soldiers in the Wehrmacht, often acting without duress or apparent pressures to conform. Psychologists should not ask “why?” the Holocaust occurred, but “how?” Much behavior of perpetrators, bystanders, victims, and instigators can be understood as the consequence of normal mechanisms of perception, learning, socialization, and development. What made genocide possible was not the transitory conditions created in a lab in a few hours but a complex of mechanisms that are the product of generations of human experience and of elaborate rational, emotional, and logical justifications. This requires a more complex future psychology than the narrow focus on situationist obedience."
African psychology: from acquiescence to dissent,Augustine Nwoye,10.1177/0081246320956786,"Over the past 5 or 6 years, it has consistently been argued that African psychology should be recognised as an emerging tradition and a counter-canonical and insurgent postcolonial discipline fitting to be classified in the same category as other postcolonial disciplines in African humanities such as African literature, African philosophy, African religion, African anthropology, African history, African archaeology, African music, and African art. This article is an attempt to expatiate on this thesis. It aims to demonstrate that continental African psychology is a legitimate, autonomous, and self-determinative postcolonial discipline endowed with its own definable epistemological, philosophical, and methodological traditions to psychological scholarship. The basic idea of the article is consistent with the view credited to Guba and Lincoln that social science scholarship ‘needs emancipation from hearing only the voices of Western Europe, emancipation from generations of silence, and emancipation from seeing the world in one color’ (p. 212), and in the context of this article, in one psychology.",2020-9-21,SAGE Publications,https://doi.org/10.1177/0081246320956786,"Over the past 5 or 6 years, it has consistently been argued that African psychology should be recognised as an emerging tradition and a counter-canonical and insurgent postcolonial discipline fitting to be classified in the same category as other postcolonial disciplines in African humanities such as African literature, African philosophy, African religion, African anthropology, African history, African archaeology, African music, and African art. This article is an attempt to expatiate on this thesis. It aims to demonstrate that continental African psychology is a legitimate, autonomous, and self-determinative postcolonial discipline endowed with its own definable epistemological, philosophical, and methodological traditions to psychological scholarship. The basic idea of the article is consistent with the view credited to Guba and Lincoln that social science scholarship ‘needs emancipation from hearing only the voices of Western Europe, emancipation from generations of silence, and emancipation from seeing the world in one color’ (p. 212), and in the context of this article, in one psychology."
Gordon Allport and Humanistic Psychology,Roy Jose DeCarvalho,10.1177/0022167891313002,"It is argued that the term ""humanistic psychology"" was first coined by Gordon Allport in 1930. The essay also delineates Allport's biography and understanding of human nature.",1991-7,SAGE Publications,https://doi.org/10.1177/0022167891313002,"It is argued that the term ""humanistic psychology"" was first coined by Gordon Allport in 1930. The essay also delineates Allport's biography and understanding of human nature."
Predicting the Severity of Obsessive-compulsive Symptoms Based on Traumatic Childhood Experiences: The Mediating Role of Self-criticism,", Milad Shirkhani, Hamidreza Aghamohammadian Sharbaf, , Majid Moeenizadeh, ",10.32598/jpcp.11.3.814.1,"Objective: The present study was conducted to predict obsessive-compulsive symptoms (OCS) severity based on childhood traumatic experiences through the mediating role of self-criticism. Methods: This descriptive correlation study was done using structural equation modeling. The statistical population included adults living in Mashhad in 2021, aged from 18 to 50 years with access to the Internet. Of these, 340 individuals were selected as a sample using the available method. Data were collected using the Yale-Brown obsessive scale (Y-BOCS), the childhood trauma questionnaire (CTQ), and the levels of self-criticism questionnaire LOCS. Data analysis was performed using the structural equation modeling method using SPSS software version 26 and AMOS software, version 24. Results: Results showed a significant correlation between childhood traumatic experiences (r=0.51) and self-criticism (r=0.57) with the severity of obsessive-compulsive symptoms (P&lt;0.01). Also, the results of structural equation modeling showed that the model of the present study had an acceptable fitness and the mediating role of self-criticism in the relationship between childhood traumatic experiences and the severity of obsessive-compulsive symptoms (χ2/df≤3) was significant (0.001). Conclusion: Based on the findings of this study, traumatic childhood experiences are able to predict and affect the severity of obsessive-compulsive symptoms through interaction with self-criticism.",2023-7-1,Negah Scientific Publisher,https://doi.org/10.32598/jpcp.11.3.814.1,"Objective: The present study was conducted to predict obsessive-compulsive symptoms (OCS) severity based on childhood traumatic experiences through the mediating role of self-criticism. Methods: This descriptive correlation study was done using structural equation modeling. The statistical population included adults living in Mashhad in 2021, aged from 18 to 50 years with access to the Internet. Of these, 340 individuals were selected as a sample using the available method. Data were collected using the Yale-Brown obsessive scale (Y-BOCS), the childhood trauma questionnaire (CTQ), and the levels of self-criticism questionnaire LOCS. Data analysis was performed using the structural equation modeling method using SPSS software version 26 and AMOS software, version 24. Results: Results showed a significant correlation between childhood traumatic experiences (r=0.51) and self-criticism (r=0.57) with the severity of obsessive-compulsive symptoms (P<0.01). Also, the results of structural equation modeling showed that the model of the present study had an acceptable fitness and the mediating role of self-criticism in the relationship between childhood traumatic experiences and the severity of obsessive-compulsive symptoms (χ2/df≤3) was significant (0.001). Conclusion: Based on the findings of this study, traumatic childhood experiences are able to predict and affect the severity of obsessive-compulsive symptoms through interaction with self-criticism."
<i>Culture &amp; Psychology</i>: 25 Constructive years,Jaan Valsiner,10.1177/1354067x19872358,"In this article, I review main directions in innovative ideas that have been presented on the pages of Culture &amp; Psychology over its 25 year history. The field of cultural psychology has become established and gains increasing prominence over the years covered—yet its future depends on careful development of the specific theoretical ideas catalyzed by the use of the hyper-term culture in the different arenas of concrete human psychology. Potential future ideas for cultural psychology include a move from acculturation to proculturation, modulation of psychological distance by signs, building models of dialogical relationships in socially asymmetric role relations, and of the affective textures of everyday living. These are all processes of higher-order complexity that require new ways of conceptualizing methodology in psychology—one that prioritizes theoretically based methods construction over those of consensually established “tool boxes.” Cultural psychology has the advantage over other areas of psychology to consider both the real and not (yet) real human conditions within the same scheme, thus allowing for conceptualization of highest forms of human creativity in ordinary human lives.",2019-9-12,SAGE Publications,https://doi.org/10.1177/1354067x19872358,"In this article, I review main directions in innovative ideas that have been presented on the pages of Culture & Psychology over its 25 year history. The field of cultural psychology has become established and gains increasing prominence over the years covered—yet its future depends on careful development of the specific theoretical ideas catalyzed by the use of the hyper-term culture in the different arenas of concrete human psychology. Potential future ideas for cultural psychology include a move from acculturation to proculturation, modulation of psychological distance by signs, building models of dialogical relationships in socially asymmetric role relations, and of the affective textures of everyday living. These are all processes of higher-order complexity that require new ways of conceptualizing methodology in psychology—one that prioritizes theoretically based methods construction over those of consensually established “tool boxes.” Cultural psychology has the advantage over other areas of psychology to consider both the real and not (yet) real human conditions within the same scheme, thus allowing for conceptualization of highest forms of human creativity in ordinary human lives."
Toward an Ecological Humanistic Psychology,James L. Kuhn,10.1177/0022167801412003,"In attempting to understand the dynamics of what distinguishes humans as a unique species, the author argues that humanistic psychology has limited itself to too narrow a definition of the human experience. From its beginning, it struggled with separation from the ideology of humanism and the question as to whether the transpersonal experience is a valid inquiry within its domain. Now it is time to tackle a different aspect of being fully human—our psychological relationship with our environment. This article attempts to explicate how the principles of humanistic psychology—self-actualization, awareness, responsibility, and authenticity—can address our environmental crisis through the concepts and practice of empathy, unconditional positive regard, and a wider identification beyond humankind to include the natural world. An ecological-humanistic psychology and worldview includes humans as part of the environment, not separate from it.",2001-4,SAGE Publications,https://doi.org/10.1177/0022167801412003,"In attempting to understand the dynamics of what distinguishes humans as a unique species, the author argues that humanistic psychology has limited itself to too narrow a definition of the human experience. From its beginning, it struggled with separation from the ideology of humanism and the question as to whether the transpersonal experience is a valid inquiry within its domain. Now it is time to tackle a different aspect of being fully human—our psychological relationship with our environment. This article attempts to explicate how the principles of humanistic psychology—self-actualization, awareness, responsibility, and authenticity—can address our environmental crisis through the concepts and practice of empathy, unconditional positive regard, and a wider identification beyond humankind to include the natural world. An ecological-humanistic psychology and worldview includes humans as part of the environment, not separate from it."
Mistaking the subject of violence in scientific psychology,Rex Olson,10.1177/0959354320924467,"Barbara Held (2020) claims that critical and Indigenous psychologists are right to point out how scientific psychology has contributed to findings that do undue harm to racial groups, but are wrong to suggest that, due to epistemological violence, scientific psychology cannot provide psychological truths that may inform progressive public policies. She rightly questions the relevance to violence of “for” and “about” findings in being linked to metaphors of “below” and “above” as discussed in Thomas Teo’s work, but then pivots to offer a violent corrective, asserting the importance of objectivity for capturing the situated subjectivity of individuals engaged in the oppressive practice of othering. Despite its promise for socially just consequences, Held offers a psychological science that remains in itself a subject of violence.",2020-6,SAGE Publications,https://doi.org/10.1177/0959354320924467,"Barbara Held (2020) claims that critical and Indigenous psychologists are right to point out how scientific psychology has contributed to findings that do undue harm to racial groups, but are wrong to suggest that, due to epistemological violence, scientific psychology cannot provide psychological truths that may inform progressive public policies. She rightly questions the relevance to violence of “for” and “about” findings in being linked to metaphors of “below” and “above” as discussed in Thomas Teo’s work, but then pivots to offer a violent corrective, asserting the importance of objectivity for capturing the situated subjectivity of individuals engaged in the oppressive practice of othering. Despite its promise for socially just consequences, Held offers a psychological science that remains in itself a subject of violence."
Is Psychology Losing Its Foundations?,Donald A. Dewsbury,10.1037/a0017760,"I contend that, together with increasing diversity of subject matter, there is a contraction of methods and approaches in psychology today. There is decreasing room for small, but critical, parts of the field—particularly those in cultural-scientific aspects of psychology, such as the history, philosophy, and theory of psychology and general psychology. These areas provide the foundations of entire discipline. These changes occur in the context of growing anti-intellectualism in society at large and changing pressures in universities. I explore these trends at these three levels: society, universities, and psychology, and suggest some remedies for psychology.",2009-12,SAGE Publications,https://doi.org/10.1037/a0017760,"I contend that, together with increasing diversity of subject matter, there is a contraction of methods and approaches in psychology today. There is decreasing room for small, but critical, parts of the field—particularly those in cultural-scientific aspects of psychology, such as the history, philosophy, and theory of psychology and general psychology. These areas provide the foundations of entire discipline. These changes occur in the context of growing anti-intellectualism in society at large and changing pressures in universities. I explore these trends at these three levels: society, universities, and psychology, and suggest some remedies for psychology."
A New Framework for Psychology,Nicholas R. Milton,10.1037/a0018325,"The article presents several new ideas concerning frameworks in psychology. At a general level, this includes proposals for a definition of the term framework and a simple, attribute-based metaframework. There is also a description of the way frameworks can act as bridges, maps, and models. The bulk of the article concerns PsyFrame, a new framework for psychological ideas. Several uses of PsyFrame are described, including PsyBridge (a database format), PsyMap (a graphical way of summarizing a psychological idea), and PsyModel (a way of constructing integrated psychological models). Overall, this article is descriptive rather than prescriptive. Hence, it concerns new ways of approaching and representing psychological ideas, rather than promoting a particular way of doing psychology.",2010-3,SAGE Publications,https://doi.org/10.1037/a0018325,"The article presents several new ideas concerning frameworks in psychology. At a general level, this includes proposals for a definition of the term framework and a simple, attribute-based metaframework. There is also a description of the way frameworks can act as bridges, maps, and models. The bulk of the article concerns PsyFrame, a new framework for psychological ideas. Several uses of PsyFrame are described, including PsyBridge (a database format), PsyMap (a graphical way of summarizing a psychological idea), and PsyModel (a way of constructing integrated psychological models). Overall, this article is descriptive rather than prescriptive. Hence, it concerns new ways of approaching and representing psychological ideas, rather than promoting a particular way of doing psychology."
Social justice in counseling psychology practice: Actualizing the ethics of compassion,Nicola Amari,10.1177/00221678211039968,"This article articulates how compassion can be integrated into counseling psychology practice to augment the commitment to social justice. Drawing on a humanistic–existential paradigm that asserts the primacy of ethics, a multilayered understanding of compassion is explored in its implication for practitioners. First, as acknowledgment of the other’s suffering, compassion means being aware of the relational dynamics that extends from the therapist–client dyad to include the wider communities to which they belong. Second, as appreciation for suffering as an existential given, compassion expresses connectedness through the shared experience of otherness while revealing the inherent potential toward growth in clients. Third, as access to the suffering other, compassion exposes the societal power dynamics that threaten the therapeutic relationship. Fourth, as acceptance of the response to the suffering other, compassion requires to embrace the intrapersonal and interpersonal experience evoked in meeting clients. Fifth, as alleviation of the other’s suffering, compassion becomes the expression of a value-based practice that can drive the shift that sees psychotherapy as an interpersonal process based on connectedness to foster healing. Therefore, compassion is put forward as the foundation of counseling psychology ethics of social justice.",2021-8-15,SAGE Publications,https://doi.org/10.1177/00221678211039968,"This article articulates how compassion can be integrated into counseling psychology practice to augment the commitment to social justice. Drawing on a humanistic–existential paradigm that asserts the primacy of ethics, a multilayered understanding of compassion is explored in its implication for practitioners. First, as acknowledgment of the other’s suffering, compassion means being aware of the relational dynamics that extends from the therapist–client dyad to include the wider communities to which they belong. Second, as appreciation for suffering as an existential given, compassion expresses connectedness through the shared experience of otherness while revealing the inherent potential toward growth in clients. Third, as access to the suffering other, compassion exposes the societal power dynamics that threaten the therapeutic relationship. Fourth, as acceptance of the response to the suffering other, compassion requires to embrace the intrapersonal and interpersonal experience evoked in meeting clients. Fifth, as alleviation of the other’s suffering, compassion becomes the expression of a value-based practice that can drive the shift that sees psychotherapy as an interpersonal process based on connectedness to foster healing. Therefore, compassion is put forward as the foundation of counseling psychology ethics of social justice."
Reflections on an application of realism in psychology,Valery Chirkov,10.1177/09593543211005545,"This comment on “Scientific Realism and the Issue of Variability in Behavior” (Arocha, 2021) succinctly summarizes the features of the positivist background that are found in the standard model of research implemented in psychology; moreover, this comment emphasizes that this model is unable to move the psychological sciences toward discoveries. Arocha (2021) put the realist paradigm forward as an alternative for psychology researchers. This paradigm changes the ontological, epistemological, and methodological assumptions of psychological sciences. It emphasizes the interconnectedness of the sociocultural and mental mechanisms of psychological functioning. The comment concludes with an outline of some objectives of realist psychological research.",2021-6,SAGE Publications,https://doi.org/10.1177/09593543211005545,"This comment on “Scientific Realism and the Issue of Variability in Behavior” (Arocha, 2021) succinctly summarizes the features of the positivist background that are found in the standard model of research implemented in psychology; moreover, this comment emphasizes that this model is unable to move the psychological sciences toward discoveries. Arocha (2021) put the realist paradigm forward as an alternative for psychology researchers. This paradigm changes the ontological, epistemological, and methodological assumptions of psychological sciences. It emphasizes the interconnectedness of the sociocultural and mental mechanisms of psychological functioning. The comment concludes with an outline of some objectives of realist psychological research."
Everyday Heroism in Practicing Psychology,Harris L. Friedman,10.1177/0022167817696843,"Heroism requires acting altruistically in the face of considerable risk. Professions such as psychology are based on working toward a public good and accordingly provide offsetting privileges for the sacrifices expected. Consequently, psychologists occasionally face professional dilemmas that provide everyday heroic opportunities. Examples of such opportunities during one psychologist’s career path are presented and implications for others in the profession are explored. These are put into the context of heroism as a transpersonal act that can be based on self-expansiveness in which someone goes beyond identifying with their self as an isolated entity and, instead, experiences a sense of interconnectedness with others, the world, and even the cosmos.",2017-3-14,SAGE Publications,https://doi.org/10.1177/0022167817696843,"Heroism requires acting altruistically in the face of considerable risk. Professions such as psychology are based on working toward a public good and accordingly provide offsetting privileges for the sacrifices expected. Consequently, psychologists occasionally face professional dilemmas that provide everyday heroic opportunities. Examples of such opportunities during one psychologist’s career path are presented and implications for others in the profession are explored. These are put into the context of heroism as a transpersonal act that can be based on self-expansiveness in which someone goes beyond identifying with their self as an isolated entity and, instead, experiences a sense of interconnectedness with others, the world, and even the cosmos."
International Practices in School Psychology Training in Denmark,Kaj Spelling,10.1177/0143034385062004,"The first Scandinavian School Psychological Service was established in April 1934 in the municipality of Frederiksberg, which is an independent part of Greater Copenhagen. The founder was Dr Henning Meyer. Soon afterwards, other school psychological offices (as they were then called) appeared, and the lack of qualified school psychologists had to be faced. There were a few persons (all of them teachers) who had studied psychology at the University of Copenhagen and had taken a degree as 'magister' (corresponding to a master's degree, or in some cases to a doctor's degree). But a rather quick escalation of the school psychological work resulted in a serious lack of qualified school psychologists. This was one reason for the establishment of a new study programme at the University of Copenhagen culminating with the degree candidatus psychologiae (abbreviated cand. psych.).",1985-4,SAGE Publications,https://doi.org/10.1177/0143034385062004,"The first Scandinavian School Psychological Service was established in April 1934 in the municipality of Frederiksberg, which is an independent part of Greater Copenhagen. The founder was Dr Henning Meyer. Soon afterwards, other school psychological offices (as they were then called) appeared, and the lack of qualified school psychologists had to be faced. There were a few persons (all of them teachers) who had studied psychology at the University of Copenhagen and had taken a degree as 'magister' (corresponding to a master's degree, or in some cases to a doctor's degree). But a rather quick escalation of the school psychological work resulted in a serious lack of qualified school psychologists. This was one reason for the establishment of a new study programme at the University of Copenhagen culminating with the degree candidatus psychologiae (abbreviated cand. psych.)."
Setting the Frame: Gender and Psychology,Gillian Finchilescu,10.1177/008124639502500301,"The invisibility and marginality of women within psychology has been at the centre of considerable disaffection with the discipline. The desire to address this invisibility and replace women and gender within the discipline has resulted in a fertile source of theorizing and research. This article presents an outline of the causes of the disaffection, and discusses some of the current trends and debates in the work on gender and psychology.",1995-9,SAGE Publications,https://doi.org/10.1177/008124639502500301,"The invisibility and marginality of women within psychology has been at the centre of considerable disaffection with the discipline. The desire to address this invisibility and replace women and gender within the discipline has resulted in a fertile source of theorizing and research. This article presents an outline of the causes of the disaffection, and discusses some of the current trends and debates in the work on gender and psychology."
A Milestone for South African Psychology,Ashraf Kagee,10.1177/008124630603600401,"This issue of the South African Journal of Psychology (SAJP) focuses on health psychology. In addition to a special contribution from one of the world's leading health psychologists, it represents the efforts of a variety of South African behavioural scientists in addressing theoretical and empirical aspects of this emerging sub-discipline of psychology. Covering issues that include adherence to medication and behavioural regimens among patients with chronic illnesses, the behavioural and ethical aspects of HIV vaccine trial enrolment, and stress, coping, and adjustment among medical patients, the articles showcase research projects located at the interface of psychology and health. The aim of this edition of SAJP is to call attention to the potential contribution of psychology to health and health care. It is hoped that it has succeeded in achieving this aim.",2006-11,SAGE Publications,https://doi.org/10.1177/008124630603600401,"This issue of the South African Journal of Psychology (SAJP) focuses on health psychology. In addition to a special contribution from one of the world's leading health psychologists, it represents the efforts of a variety of South African behavioural scientists in addressing theoretical and empirical aspects of this emerging sub-discipline of psychology. Covering issues that include adherence to medication and behavioural regimens among patients with chronic illnesses, the behavioural and ethical aspects of HIV vaccine trial enrolment, and stress, coping, and adjustment among medical patients, the articles showcase research projects located at the interface of psychology and health. The aim of this edition of SAJP is to call attention to the potential contribution of psychology to health and health care. It is hoped that it has succeeded in achieving this aim."
Psychology as a Human Science Revisited,Amedeo Giorgi,10.1177/0022167800403005,"Spurred by a relatively recent article by Smith on the idea of psychology as a human science, I revisited the idea as I expressed it in 1970, and I found it to be still desirable but basically unaccepted by the psychological community at large. However, my idea is different from Smith’s and the differences are highlighted in this article. My vision includes the idea that a complete break from the natural science conception of psychology would be profitable at this time, and only after psychology as a human science has had significant development, should the dialogue with psychology as a natural science be pursued. In addition, unlike Smith, I agree that it is possible, and desirable, for the discipline of psychology to be unified, and I provide a historical example by a brief presentation of the status of chemistry before Lavoisier.",2000-7,SAGE Publications,https://doi.org/10.1177/0022167800403005,"Spurred by a relatively recent article by Smith on the idea of psychology as a human science, I revisited the idea as I expressed it in 1970, and I found it to be still desirable but basically unaccepted by the psychological community at large. However, my idea is different from Smith’s and the differences are highlighted in this article. My vision includes the idea that a complete break from the natural science conception of psychology would be profitable at this time, and only after psychology as a human science has had significant development, should the dialogue with psychology as a natural science be pursued. In addition, unlike Smith, I agree that it is possible, and desirable, for the discipline of psychology to be unified, and I provide a historical example by a brief presentation of the status of chemistry before Lavoisier."
The Prospects for Psychology in Indian Schools,T. R. Paliwal,10.1177/0143034384051006,"From nursery school to senior secondary school, there is no position of school psychologist on the academic staff in the present school system in India. Among subject-teachers, the school psychologist is out of place because psychology as a course of study does not exist to high school level. Leaving apart the teaching of psychology, school psychologists do not exist to whom students affected by psychological problems could be referred for behaviour modification, relieving emotional disturbances, solving the learning difficulties of the learning disabled, or structuring and using special educational techniques for the mentally retarded.",1984-1,SAGE Publications,https://doi.org/10.1177/0143034384051006,"From nursery school to senior secondary school, there is no position of school psychologist on the academic staff in the present school system in India. Among subject-teachers, the school psychologist is out of place because psychology as a course of study does not exist to high school level. Leaving apart the teaching of psychology, school psychologists do not exist to whom students affected by psychological problems could be referred for behaviour modification, relieving emotional disturbances, solving the learning difficulties of the learning disabled, or structuring and using special educational techniques for the mentally retarded."
The Various Worldwide Futures for School Psychology,Caven S. Mcloughlin,10.1177/0143034384051001,"'From the gloomy streets of London after World War II came a warning of a gloomy world of the future, a future of technical marvels that in the hands of ruthless dictators had turned the people into soul-less robots.'  So begins George Orwell's novel, 1984, a date which has come to be a shorthand term for the future. But the future is now, in that 1984 has arrived. This issue of School Psychology International is composed of commentaries by school psychologists from 10 countries who have accepted invitations to speculate on the various futures for their respective nations. In that the future develops from the present, the authors have charted the current contexts for school psychology and their anticipations for the dawn of the twenty-first century. This topic, which involves so much forward speculation, is prompted by Orwell's fateful predictions. Thus it seems appropriate to place the writer, his anticipations and the famous novel into perspective.",1984-1,SAGE Publications,https://doi.org/10.1177/0143034384051001,"'From the gloomy streets of London after World War II came a warning of a gloomy world of the future, a future of technical marvels that in the hands of ruthless dictators had turned the people into soul-less robots.'  So begins George Orwell's novel, 1984, a date which has come to be a shorthand term for the future. But the future is now, in that 1984 has arrived. This issue of School Psychology International is composed of commentaries by school psychologists from 10 countries who have accepted invitations to speculate on the various futures for their respective nations. In that the future develops from the present, the authors have charted the current contexts for school psychology and their anticipations for the dawn of the twenty-first century. This topic, which involves so much forward speculation, is prompted by Orwell's fateful predictions. Thus it seems appropriate to place the writer, his anticipations and the famous novel into perspective."
Indoctrination in Introduction to Psychology,Jared M. Bartels,10.1177/14757257231195450,"There have been dozens of papers published on the misrepresentation of psychological studies and theories (e.g., omitting criticisms) presented in introductory textbooks. Authors of these papers have offered numerous explanations for the errors including limited space for covering criticisms and the desire among textbook authors to “sell” psychological science to an introductory audience. In the present article, several studies and theories, most of which have been identified in previous research as misrepresented in introductory psychology textbooks, are reviewed. The possibility of ideological bias contributing to the misrepresentation is considered. The bias in introductory psychology is considered in the context of wider concerns about the consequences of political homogeneity in the field. Suggestions for reducing bias in introductory psychology textbooks and courses are offered.",2023-8-16,SAGE Publications,https://doi.org/10.1177/14757257231195450,"There have been dozens of papers published on the misrepresentation of psychological studies and theories (e.g., omitting criticisms) presented in introductory textbooks. Authors of these papers have offered numerous explanations for the errors including limited space for covering criticisms and the desire among textbook authors to “sell” psychological science to an introductory audience. In the present article, several studies and theories, most of which have been identified in previous research as misrepresented in introductory psychology textbooks, are reviewed. The possibility of ideological bias contributing to the misrepresentation is considered. The bias in introductory psychology is considered in the context of wider concerns about the consequences of political homogeneity in the field. Suggestions for reducing bias in introductory psychology textbooks and courses are offered."
Leveling Up Learning: Exploring Meaningful Gamification in Psychology Courses,"Jessica A. Stansbury, David R. Earnest",10.1177/00986283241228878,"Introduction: As instructors continue to search for innovative and interactive methods, incorporating games and game elements into higher education is increasingly more prominent. Statement of the Problem: While the role of play in cognitive, social, and emotional development is well-understood, there is need for deeper exploration into the practical application of meaningful gamification, especially within psychology courses. Literature Review: Few studies focus on the application of gamification in psychology, and this paper discusses the concept of meaningful gamification and its potential benefits in the classroom. Teaching Implications: This research addresses the real-world advantages and challenges of implementing meaningful gamification, while also outlining potential future directions for educators and researchers in the realm of psychology education. Conclusion: Opportunity exists within psychology courses to implement and advance the study of meaningful gamification via innovative instructional gamification approaches in pedagogy.",2024-2-5,SAGE Publications,https://doi.org/10.1177/00986283241228878,"Introduction: As instructors continue to search for innovative and interactive methods, incorporating games and game elements into higher education is increasingly more prominent. Statement of the Problem: While the role of play in cognitive, social, and emotional development is well-understood, there is need for deeper exploration into the practical application of meaningful gamification, especially within psychology courses. Literature Review: Few studies focus on the application of gamification in psychology, and this paper discusses the concept of meaningful gamification and its potential benefits in the classroom. Teaching Implications: This research addresses the real-world advantages and challenges of implementing meaningful gamification, while also outlining potential future directions for educators and researchers in the realm of psychology education. Conclusion: Opportunity exists within psychology courses to implement and advance the study of meaningful gamification via innovative instructional gamification approaches in pedagogy."
Community-Engaged Pedagogy in the Psychology Classroom: Shelter  Dogs go to College,Shlomit Flaisher-Grinberg,10.1177/00986283231191748,"<jats:sec><jats:title>Background</jats:title> Community-engaged pedagogy has the potential to benefit both students and the community. </jats:sec><jats:sec><jats:title>Objective</jats:title> The purpose of this project was to design a new undergraduate psychology course according to recommended community-engaged practices and to explore learning outcomes associated with it. The Canine Learning and Behavior (CLB) course, taught by faculty and community co-educators, offered undergraduate psychology students the opportunity to train shelter dogs and write shelter-specific grant applications. </jats:sec><jats:sec><jats:title>Method</jats:title> Learning outcomes were assessed via course grades and self-evaluation questions for students enrolled in the CLB ( n = 21) and in a comparably challenging Sensation and Perception (SnP, n = 47) course, taught within the same semesters by the same faculty instructor. </jats:sec><jats:sec><jats:title>Results</jats:title> In comparison to participation in the SnP course, participation in the CLB course was associated with higher content comprehension, confidence in and familiarity with relevant skills (i.e., dog training and grant writing), as well as awareness of and sense of responsibility to the needs of the community. </jats:sec><jats:sec><jats:title>Conclusion</jats:title> The employment of community-engaged pedagogy can benefit various stakeholders, including students, the community, and in this specific case, shelter dogs. </jats:sec><jats:sec><jats:title>Teaching Implications</jats:title> This proof-of-concept study may encourage psychology educators to integrate community-engaged pedagogy into their curriculum. </jats:sec>",2023-7-28,SAGE Publications,https://doi.org/10.1177/00986283231191748,"Background Community-engaged pedagogy has the potential to benefit both students and the community. Objective The purpose of this project was to design a new undergraduate psychology course according to recommended community-engaged practices and to explore learning outcomes associated with it. The Canine Learning and Behavior (CLB) course, taught by faculty and community co-educators, offered undergraduate psychology students the opportunity to train shelter dogs and write shelter-specific grant applications. Method Learning outcomes were assessed via course grades and self-evaluation questions for students enrolled in the CLB ( n = 21) and in a comparably challenging Sensation and Perception (SnP, n = 47) course, taught within the same semesters by the same faculty instructor. Results In comparison to participation in the SnP course, participation in the CLB course was associated with higher content comprehension, confidence in and familiarity with relevant skills (i.e., dog training and grant writing), as well as awareness of and sense of responsibility to the needs of the community. Conclusion The employment of community-engaged pedagogy can benefit various stakeholders, including students, the community, and in this specific case, shelter dogs. Teaching Implications This proof-of-concept study may encourage psychology educators to integrate community-engaged pedagogy into their curriculum. "
Representation and emotion causation: A cultural psychology approach,Marc Clarà,10.1177/1354067x14568687,"This paper proposes a way of conceptualizing the role of representation in emotion causation from the perspective of Vygotskian cultural psychology. It is argued that emotion is caused by the agency of the object within activity, but this agency is mediated by representations. It is argued that the kind of representation which mainly mediates emotion causation is what Vygotsky called perezhivanie, which, we suggest, is the same as what in the literature on emotion has been called appraisal. This position diverges from the two most widespread hypotheses on emotion causation: (1) representation causes feeling and emotion; and (2) representation enters the emotional process once feeling has already been caused by the environment.",2015-3,SAGE Publications,https://doi.org/10.1177/1354067x14568687,"This paper proposes a way of conceptualizing the role of representation in emotion causation from the perspective of Vygotskian cultural psychology. It is argued that emotion is caused by the agency of the object within activity, but this agency is mediated by representations. It is argued that the kind of representation which mainly mediates emotion causation is what Vygotsky called perezhivanie, which, we suggest, is the same as what in the literature on emotion has been called appraisal. This position diverges from the two most widespread hypotheses on emotion causation: (1) representation causes feeling and emotion; and (2) representation enters the emotional process once feeling has already been caused by the environment."
